cluster_id,cluster_name,prompt_variation,variation_type,prompt,condition,latency_ms,fallback,correct_cluster,template_key,rule_classes
7,social_pain,4,metaphorical,Their success is bringing up feelings in me I'm not proud of,D,0.1,True,False,__fallback__,X
7,social_pain,5,colloquial,I'm rooting for them and also struggling to mean it,A,339.7,False,True,,
7,social_pain,5,colloquial,I'm rooting for them and also struggling to mean it,D,0.1,True,False,__fallback__,
8,relational_loss,1,direct,I lost touch with my best friend,A,448.8,False,True,,
8,relational_loss,1,direct,I lost touch with my best friend,D,0.2,False,True,mourning,__fallback__
8,relational_loss,2,descriptive,Someone who used to be everything to me is just gone from my life now,A,377.7,False,True,,
8,relational_loss,2,descriptive,Someone who used to be everything to me is just gone from my life now,D,0.1,False,False,mourning,C
8,relational_loss,3,indirect,There's a person-shaped hole in my days,A,297.6,False,True,,
8,relational_loss,3,indirect,There's a person-shaped hole in my days,D,0.1,True,False,__fallback__,
8,relational_loss,4,metaphorical,I didn't realize how much space they took up until they weren't there,A,535.5,False,True,,
8,relational_loss,4,metaphorical,I didn't realize how much space they took up until they weren't there,D,0.1,True,True,__fallback__,__fallback__
8,relational_loss,5,colloquial,We just drifted apart and I'm not sure when it stopped being recoverable,A,338.4,False,True,,
8,relational_loss,5,colloquial,We just drifted apart and I'm not sure when it stopped being recoverable,D,0.1,True,False,__fallback__,X
9,bittersweet_pride,1,direct,I feel proud of my kids but also sad they're growing up so fast,A,489.4,False,True,,
9,bittersweet_pride,1,direct,I feel proud of my kids but also sad they're growing up so fast,D,0.2,False,True,recognition,C|D
9,bittersweet_pride,2,descriptive,Watching them become who they're becoming fills me up and breaks my heart,A,458.3,False,True,,
9,bittersweet_pride,2,descriptive,Watching them become who they're becoming fills me up and breaks my heart,D,0.1,True,False,__fallback__,
9,bittersweet_pride,3,indirect,Every milestone feels like a small goodbye,A,579.3,False,True,,
9,bittersweet_pride,3,indirect,Every milestone feels like a small goodbye,D,0.1,True,False,__fallback__,
9,bittersweet_pride,4,metaphorical,I'm so proud of who they are and I miss who they were,A,487.7,False,True,,
9,bittersweet_pride,4,metaphorical,I'm so proud of who they are and I miss who they were,D,0.1,False,True,recognition,K|D
9,bittersweet_pride,5,colloquial,Their growing up is the most beautiful hard thing I've ever witnessed,A,428.1,False,True,,
9,bittersweet_pride,5,colloquial,Their growing up is the most beautiful hard thing I've ever witnessed,D,0.1,False,False,mourning,C
10,ambivalent_loss,1,direct,I miss someone I know I'm better off without,A,673.9,False,True,,
10,ambivalent_loss,1,direct,I miss someone I know I'm better off without,D,0.2,False,True,homesickness,K
10,ambivalent_loss,2,descriptive,Part of me still reaches for someone I had to let go of,A,591.7,False,True,,
10,ambivalent_loss,2,descriptive,Part of me still reaches for someone I had to let go of,D,0.1,True,False,__fallback__,__fallback__
10,ambivalent_loss,3,indirect,I know leaving was right but I didn't expect to miss them this much,A,495.0,False,True,,
10,ambivalent_loss,3,indirect,I know leaving was right but I didn't expect to miss them this much,D,0.1,False,True,homesickness,K
10,ambivalent_loss,4,metaphorical,The absence of someone who hurt me is somehow still an absence,A,491.0,False,True,,
10,ambivalent_loss,4,metaphorical,The absence of someone who hurt me is somehow still an absence,D,0.1,False,False,mourning,C
10,ambivalent_loss,5,colloquial,I thought being better off without someone would feel better than this,A,718.9,False,True,,
10,ambivalent_loss,5,colloquial,I thought being better off without someone would feel better than this,D,0.1,True,False,__fallback__,__fallback__
11,temporal_anxiety,1,direct,I feel like time is moving too fast lately,A,501.0,False,True,,
11,temporal_anxiety,1,direct,I feel like time is moving too fast lately,D,0.1,False,True,anticipation,L|B
11,temporal_anxiety,2,descriptive,The days keep slipping by and I can't seem to hold onto them,A,506.6,False,True,,
11,temporal_anxiety,2,descriptive,The days keep slipping by and I can't seem to hold onto them,D,0.1,True,False,__fallback__,
11,temporal_anxiety,3,indirect,I look up and months have passed and I don't know where they went,A,512.5,False,True,,
11,temporal_anxiety,3,indirect,I look up and months have passed and I don't know where they went,D,0.2,False,False,homesickness,K
11,temporal_anxiety,4,metaphorical,Everything feels like it's happening faster than I can process,A,387.7,False,True,,
11,temporal_anxiety,4,metaphorical,Everything feels like it's happening faster than I can process,D,0.1,True,False,__fallback__,
11,temporal_anxiety,5,colloquial,I keep trying to slow down but the calendar won't cooperate,A,420.0,False,True,,
11,temporal_anxiety,5,colloquial,I keep trying to slow down but the calendar won't cooperate,D,0.1,True,False,__fallback__,__fallback__
12,threshold_courage,1,direct,I'm proud of how far I've come but scared of what's next,A,543.0,False,True,,
12,threshold_courage,1,direct,I'm proud of how far I've come but scared of what's next,D,0.1,True,True,__fallback__,__fallback__
12,threshold_courage,2,descriptive,I've made it further than I ever expected and now I'm terrified of the next step,A,489.1,False,True,,
12,threshold_courage,2,descriptive,I've made it further than I ever expected and now I'm terrified of the next step,D,0.1,True,True,__fallback__,__fallback__
12,threshold_courage,3,indirect,Every time I reach a new level the fear of losing it gets bigger,A,479.7,False,True,,
12,threshold_courage,3,indirect,Every time I reach a new level the fear of losing it gets bigger,D,0.1,False,False,mourning,C
12,threshold_courage,4,metaphorical,I worked so hard to get here and now I don't know if I'm ready for what comes next,A,407.6,False,True,,
12,threshold_courage,4,metaphorical,I worked so hard to get here and now I don't know if I'm ready for what comes next,D,0.1,True,True,__fallback__,__fallback__
12,threshold_courage,5,colloquial,"Success has made me more afraid, not less",A,418.9,False,True,,
12,threshold_courage,5,colloquial,"Success has made me more afraid, not less",D,0.1,True,False,__fallback__,X
13,mortality_aliveness,1,direct,I feel most alive when I'm about to lose something,A,527.5,False,True,,
13,mortality_aliveness,1,direct,I feel most alive when I'm about to lose something,D,0.1,False,True,mourning,N|C
13,mortality_aliveness,2,descriptive,Nothing sharpens my sense of being here like the threat of something ending,A,496.5,False,True,,
13,mortality_aliveness,2,descriptive,Nothing sharpens my sense of being here like the threat of something ending,D,0.1,True,False,__fallback__,__fallback__
13,mortality_aliveness,3,indirect,Loss has a way of waking me up to what I have,A,290.8,False,True,,
13,mortality_aliveness,3,indirect,Loss has a way of waking me up to what I have,D,0.1,False,True,mourning,__fallback__
13,mortality_aliveness,4,metaphorical,The closer something gets to gone the more real it becomes to me,A,513.7,False,True,,
13,mortality_aliveness,4,metaphorical,The closer something gets to gone the more real it becomes to me,D,0.1,True,False,__fallback__,__fallback__
13,mortality_aliveness,5,colloquial,I've noticed I love things most intensely right before they're taken away,A,692.3,False,True,,
13,mortality_aliveness,5,colloquial,I've noticed I love things most intensely right before they're taken away,D,0.1,False,False,anticipation,H
14,regret,1,direct,I wonder if I made the right choices,A,459.0,False,True,,
14,regret,1,direct,I wonder if I made the right choices,D,0.1,False,False,anxiety,G
14,regret,2,descriptive,There are forks in the road I keep going back to in my mind,A,634.9,False,True,,
14,regret,2,descriptive,There are forks in the road I keep going back to in my mind,D,0.1,False,False,nostalgia,J
14,regret,3,indirect,I find myself replaying old decisions and wondering what if,A,549.9,False,True,,
14,regret,3,indirect,I find myself replaying old decisions and wondering what if,D,0.1,False,False,worry,R
14,regret,4,metaphorical,The version of my life I didn't choose still haunts me sometimes,A,430.8,False,True,,
14,regret,4,metaphorical,The version of my life I didn't choose still haunts me sometimes,D,0.1,True,False,__fallback__,__fallback__
14,regret,5,colloquial,I made the choices I made and I'm still not at peace with all of them,A,575.9,False,True,,
14,regret,5,colloquial,I made the choices I made and I'm still not at peace with all of them,D,0.1,True,False,__fallback__,X
15,complicated_grief,1,direct,I feel closer to someone after they hurt me,A,496.6,False,True,,
15,complicated_grief,1,direct,I feel closer to someone after they hurt me,D,0.1,True,False,__fallback__,__fallback__
15,complicated_grief,2,descriptive,"Being hurt by someone made me understand them more, not less",A,403.4,False,True,,
15,complicated_grief,2,descriptive,"Being hurt by someone made me understand them more, not less",D,0.1,True,False,__fallback__,X
15,complicated_grief,3,indirect,The person who wounded me is also somehow the person I feel most known by,A,562.2,False,True,,
15,complicated_grief,3,indirect,The person who wounded me is also somehow the person I feel most known by,D,0.1,True,False,__fallback__,
15,complicated_grief,4,metaphorical,It's strange how damage can create intimacy,A,474.4,False,True,,
15,complicated_grief,4,metaphorical,It's strange how damage can create intimacy,D,0.0,True,False,__fallback__,
15,complicated_grief,5,colloquial,"After everything they did, I still feel a pull toward them",A,525.7,False,True,,
15,complicated_grief,5,colloquial,"After everything they did, I still feel a pull toward them",D,0.1,False,False,mourning,C
