run_id,seed,model_name,model_short,primitive,emotion,combo,region,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
1,42,qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,disgust,not,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Confusion,not × Confusion,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,not,not,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Confusion,not × Confusion,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,confusion,not,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Confusion,not × Confusion,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,,not,0.0,False
1,42,qwen2.5:0.5b,qwen,people,Calmness,people × Calmness,STABLE_CROSS,1,10,10,10,10,10,10,10,10.0,calmness,people calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Calmness,people × Calmness,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,None,people,0.0,False
1,42,qwen2.5:0.5b,qwen,people,Calmness,people × Calmness,STABLE_CROSS,3,5,2,2,5,4,3,4,3.7,peace and calmness,people,0.9,False
1,42,qwen2.5:0.5b,qwen,realize,Satisfaction,realize × Satisfaction,R2_SATIS_EXPAND,1,10,8,7,8,8,7,8,8.2,satisfaction,realize satisfaction,1.0,False
1,42,qwen2.5:0.5b,qwen,realize,Satisfaction,realize × Satisfaction,R2_SATIS_EXPAND,2,0,0,0,0,0,0,0,0.0,none,realize,1.0,False
1,42,qwen2.5:0.5b,qwen,realize,Satisfaction,realize × Satisfaction,R2_SATIS_EXPAND,3,9,9,9,9,9,9,9,9.0,realize,realize,1.0,False
1,42,qwen2.5:0.5b,qwen,change,Excitement,change × Excitement,R1_EXCITE_EXPAND,1,10,10,10,10,10,10,10,10.0,change,change,1.0,False
1,42,qwen2.5:0.5b,qwen,change,Excitement,change × Excitement,R1_EXCITE_EXPAND,2,10,10,10,10,10,10,10,10.0,change,change,1.0,False
1,42,qwen2.5:0.5b,qwen,change,Excitement,change × Excitement,R1_EXCITE_EXPAND,3,10,10,10,10,10,10,10,10.0,change,change,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Pride,know × Pride,R2_KNOW_EXPAND,1,10,10,10,10,10,10,10,10.0,pride,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Pride,know × Pride,R2_KNOW_EXPAND,2,10,0,0,0,0,0,0,2.5,Know,Know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Pride,know × Pride,R2_KNOW_EXPAND,3,0,8,9,0,7,5,8,4.55,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Calmness,something × Calmness,STABLE_CROSS,1,5,5,5,5,5,5,5,5.0,calm,calm,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Calmness,something × Calmness,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,calm,calm,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Calmness,something × Calmness,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Fear,know × Fear,R2_KNOW_EXPAND,1,0,0,0,0,0,0,0,0.0,Fear,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Fear,know × Fear,R2_KNOW_EXPAND,2,10,0,0,0,0,0,0,2.5,Fear,know,0.5,False
1,42,qwen2.5:0.5b,qwen,know,Fear,know × Fear,R2_KNOW_EXPAND,3,8,4,1,7,8,1,1,5.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Triumph,someone × Triumph,R3_SOMEONE_EXPAND,1,10,5,0,10,7,0,0,5.55,"thriving, joy, and pride",someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Triumph,someone × Triumph,R3_SOMEONE_EXPAND,2,0,0,0,0,0,0,0,0.0,triumph,someone triumphing,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Triumph,someone × Triumph,R3_SOMEONE_EXPAND,3,10,0,0,0,0,0,0,2.5,triumph,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Admiration,people × Admiration,R3_ADMIRE_EXPAND,1,10,0,0,0,0,0,0,2.5,,people,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Admiration,people × Admiration,R3_ADMIRE_EXPAND,2,0,0,0,0,0,0,0,0.0,"neither, not applicable",not applicable,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Admiration,people × Admiration,R3_ADMIRE_EXPAND,3,10,10,10,10,10,10,10,10.0,admiration,people,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Triumph,people × Triumph,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,no dominant sensation,people,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Triumph,people × Triumph,STABLE_CROSS,2,10,10,10,10,10,10,10,10.0,triumph,people,1.0,False
1,42,qwen2.5:0.5b,qwen,people,Triumph,people × Triumph,STABLE_CROSS,3,10,5,0,8,0,2,0,4.4,people,people,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Disgust,now × Disgust,STABLE_CROSS,1,5,5,5,5,5,5,5,5.0,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Disgust,now × Disgust,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,not applicable,now,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Disgust,now × Disgust,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,now,now,0.0,False
1,42,qwen2.5:0.5b,qwen,go,Excitement,go × Excitement,R1_EXCITE_EXPAND,1,0,9,8,7,6,5,4,5.15,excited,excited,1.0,False
1,42,qwen2.5:0.5b,qwen,go,Excitement,go × Excitement,R1_EXCITE_EXPAND,2,0,10,10,10,10,10,10,7.5,excited,excited emotion,1.0,False
1,42,qwen2.5:0.5b,qwen,go,Excitement,go × Excitement,R1_EXCITE_EXPAND,3,10,10,10,10,10,10,10,10.0,excitement,excitement,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Excitement,body × Excitement,NEAR_MISS,1,10,8,1,6,7,8,6,6.55,excited,body excited,0.9,False
1,42,qwen2.5:0.5b,qwen,body,Excitement,body × Excitement,NEAR_MISS,2,10,10,10,10,10,10,10,10.0,excited,excited,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Excitement,body × Excitement,NEAR_MISS,3,5,7,3,8,1,5,2,4.5,excitement,body excitement,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Triumph,move × Triumph,R1_MOVE_EXPAND,1,10,10,0,10,0,0,10,5.5,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Triumph,move × Triumph,R1_MOVE_EXPAND,2,5,5,10,5,5,5,5,6.0,move,move,0.9,False
1,42,qwen2.5:0.5b,qwen,move,Triumph,move × Triumph,R1_MOVE_EXPAND,3,0,0,0,0,0,0,0,0.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Admiration,body × Admiration,R3_ADMIRE_EXPAND,1,10,0,10,0,10,10,0,7.0,admiration,body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Admiration,body × Admiration,R3_ADMIRE_EXPAND,2,10,5,8,10,10,5,0,8.1,admiration,admiration of body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Admiration,body × Admiration,R3_ADMIRE_EXPAND,3,0,0,0,0,0,0,0,0.0,none,body,0.5,False
1,42,qwen2.5:0.5b,qwen,something,Surprise,something × Surprise,STABLE_CROSS,1,5,5,5,5,5,5,5,5.0,surprise,something,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Surprise,something × Surprise,STABLE_CROSS,2,10,0,0,0,0,0,0,2.5,something,something,0.9,False
1,42,qwen2.5:0.5b,qwen,something,Surprise,something × Surprise,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,nothing,something,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Horror,know × Horror,R2_KNOW_EXPAND,1,0,0,0,0,0,0,0,0.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Horror,know × Horror,R2_KNOW_EXPAND,2,10,10,10,10,10,10,10,10.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Horror,know × Horror,R2_KNOW_EXPAND,3,5,5,5,5,5,5,5,5.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Pride,something × Pride,STABLE_CROSS,1,5,5,5,5,5,5,5,5.0,Pride,something,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Pride,something × Pride,STABLE_CROSS,2,10,10,10,10,10,10,10,10.0,emotions,pride,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Pride,something × Pride,STABLE_CROSS,3,10,10,10,10,10,10,10,10.0,something,something,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Calmness,move × Calmness,R1_MOVE_EXPAND,1,10,10,10,10,10,10,10,10.0,calmness,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Calmness,move × Calmness,R1_MOVE_EXPAND,2,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Calmness,move × Calmness,R1_MOVE_EXPAND,3,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Surprise,move × Surprise,R1_MOVE_EXPAND,1,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Surprise,move × Surprise,R1_MOVE_EXPAND,2,0,0,0,0,0,0,0,0.0,none,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Surprise,move × Surprise,R1_MOVE_EXPAND,3,0,0,0,0,0,0,0,0.0,empty,,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Confusion,now × Confusion,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Confusion,now × Confusion,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,confusion,now,0.0,False
1,42,qwen2.5:0.5b,qwen,now,Confusion,now × Confusion,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,none,now,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,NEAR_MISS,1,10,5,7,10,7,10,10,8.45,calmness,body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,NEAR_MISS,2,9,0,0,8,0,0,7,3.8,calmness,body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,NEAR_MISS,3,9,8,7,8,7,7,6,7.7,calmness,body,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Triumph,know × Triumph,R2_KNOW_EXPAND,1,10,10,10,10,10,10,10,10.0,triumph,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Triumph,know × Triumph,R2_KNOW_EXPAND,2,0,0,0,0,0,0,0,0.0,,,0.0,False
1,42,qwen2.5:0.5b,qwen,know,Triumph,know × Triumph,R2_KNOW_EXPAND,3,0,0,0,0,0,0,0,0.0,know,know,0.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Pride,maybe × Pride,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,pride,maybe,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Pride,maybe × Pride,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,maybe,maybe,0.5,False
1,42,qwen2.5:0.5b,qwen,maybe,Pride,maybe × Pride,STABLE_CROSS,3,10,10,10,10,10,10,10,10.0,pride,pride,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Horror,someone × Horror,R3_SOMEONE_EXPAND,1,0,0,0,0,0,0,0,0.0,None,None,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Horror,someone × Horror,R3_SOMEONE_EXPAND,2,0,0,0,0,0,0,0,0.0,no,no,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Horror,someone × Horror,R3_SOMEONE_EXPAND,3,5,5,5,5,5,5,5,5.0,horror,horror,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Joy,I × Joy,NEAR_MISS,1,10,10,10,10,10,10,10,10.0,joy,joy,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Joy,I × Joy,NEAR_MISS,2,10,0,10,0,0,10,0,5.5,Joy,I,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Joy,I × Joy,NEAR_MISS,3,10,10,10,10,10,10,10,10.0,joy,joy,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Surprise,maybe × Surprise,STABLE_CROSS,1,5,5,5,5,5,5,5,5.0,surprise,maybe,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Surprise,maybe × Surprise,STABLE_CROSS,2,5,5,5,5,5,5,5,5.0,surprise,maybe,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Surprise,maybe × Surprise,STABLE_CROSS,3,10,0,0,0,0,0,0,2.5,maybe,maybe,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Awe,someone × Awe,R3_SOMEONE_EXPAND,1,10,10,0,0,0,0,0,3.5,awe,awe,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Awe,someone × Awe,R3_SOMEONE_EXPAND,2,0,0,0,0,0,0,0,0.0,Awe,Awe,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Awe,someone × Awe,R3_SOMEONE_EXPAND,3,10,0,0,0,0,0,0,2.5,awe,awake person,1.0,False
1,42,qwen2.5:0.5b,qwen,think,Satisfaction,think × Satisfaction,R2_SATIS_EXPAND,1,0,0,0,0,0,0,0,0.0,think,think,0.9,False
1,42,qwen2.5:0.5b,qwen,think,Satisfaction,think × Satisfaction,R2_SATIS_EXPAND,2,10,8,10,10,10,8,7,9.45,think,1-2 words,0.9,False
1,42,qwen2.5:0.5b,qwen,think,Satisfaction,think × Satisfaction,R2_SATIS_EXPAND,3,10,10,10,10,10,10,10,10.0,think,think,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Hope,if × Hope,NEAR_MISS,1,10,10,10,10,10,10,10,10.0,hope,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Hope,if × Hope,NEAR_MISS,2,10,10,10,10,10,10,10,10.0,Hope,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Hope,if × Hope,NEAR_MISS,3,5,2,4,5,5,5,0,4.25,hope,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Craving,know × Craving,R2_KNOW_EXPAND,1,5,0,0,0,0,0,0,1.25,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Craving,know × Craving,R2_KNOW_EXPAND,2,0,0,0,0,0,0,0,0.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Craving,know × Craving,R2_KNOW_EXPAND,3,10,10,10,10,10,10,10,10.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Disgust,someone × Disgust,R3_SOMEONE_EXPAND,1,0,0,0,0,0,0,0,0.0,none,none,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Disgust,someone × Disgust,R3_SOMEONE_EXPAND,2,0,0,0,0,0,0,0,0.0,none,person,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Disgust,someone × Disgust,R3_SOMEONE_EXPAND,3,5,3,5,4,5,3,3,4.35,disgust,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Joy,someone × Joy,R3_SOMEONE_EXPAND,1,10,10,10,10,10,10,10,10.0,Joy,person,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Joy,someone × Joy,R3_SOMEONE_EXPAND,2,10,10,10,10,10,10,10,10.0,joy,joy,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Joy,someone × Joy,R3_SOMEONE_EXPAND,3,10,10,10,10,10,10,10,10.0,joy,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Anxiety,know × Anxiety,R2_KNOW_EXPAND,1,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
1,42,qwen2.5:0.5b,qwen,know,Anxiety,know × Anxiety,R2_KNOW_EXPAND,2,10,10,10,10,10,10,10,10.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Anxiety,know × Anxiety,R2_KNOW_EXPAND,3,5,5,5,5,5,5,5,5.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Confusion,body × Confusion,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,,,0.0,False
1,42,qwen2.5:0.5b,qwen,body,Confusion,body × Confusion,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,,,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Confusion,body × Confusion,STABLE_CROSS,3,5,5,5,5,5,5,5,5.0,confusion,body,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Satisfaction,see × Satisfaction,R2_SATIS_EXPAND,1,10,10,10,10,10,10,10,10.0,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Satisfaction,see × Satisfaction,R2_SATIS_EXPAND,2,10,10,10,10,10,10,10,10.0,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Satisfaction,see × Satisfaction,R2_SATIS_EXPAND,3,8,0,0,5,0,0,0,2.75,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Calmness,maybe × Calmness,STABLE_CROSS,1,10,10,10,10,10,10,10,10.0,no sensation,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Calmness,maybe × Calmness,STABLE_CROSS,2,10,10,10,10,10,10,10,10.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Calmness,maybe × Calmness,STABLE_CROSS,3,10,0,0,10,10,0,0,5.5,calm,calm,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Hope,not × Hope,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,hope,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Hope,not × Hope,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,hope,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Hope,not × Hope,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,nothing,hope,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Fear,someone × Fear,R3_SOMEONE_EXPAND,1,0,0,0,0,0,0,0,0.0,Fear,someone,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Fear,someone × Fear,R3_SOMEONE_EXPAND,2,0,0,0,0,0,0,0,0.0,Fear,Fear,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Fear,someone × Fear,R3_SOMEONE_EXPAND,3,10,5,10,10,10,10,5,9.25,Fear,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Satisfaction,hear × Satisfaction,R2_SATIS_EXPAND,1,10,5,0,7,7,10,5,6.35,hear,hear,0.9,False
1,42,qwen2.5:0.5b,qwen,hear,Satisfaction,hear × Satisfaction,R2_SATIS_EXPAND,2,10,10,0,10,0,0,10,5.5,happy,happy,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Satisfaction,hear × Satisfaction,R2_SATIS_EXPAND,3,0,0,0,0,0,0,0,0.0,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Confusion,something × Confusion,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,confusion,something,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Confusion,something × Confusion,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,confusion,something,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Confusion,something × Confusion,STABLE_CROSS,3,3,1,0,1,0,0,1,1.05,something,something,0.9,False
1,42,qwen2.5:0.5b,qwen,shift,Excitement,shift × Excitement,R1_EXCITE_EXPAND,1,10,10,10,10,10,10,10,10.0,excitement,excited,1.0,False
1,42,qwen2.5:0.5b,qwen,shift,Excitement,shift × Excitement,R1_EXCITE_EXPAND,2,10,10,10,10,10,10,10,10.0,shift,shift,1.0,False
1,42,qwen2.5:0.5b,qwen,shift,Excitement,shift × Excitement,R1_EXCITE_EXPAND,3,10,10,10,10,10,10,10,10.0,excitement,excitement,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Confusion,someone × Confusion,R3_SOMEONE_EXPAND,1,5,0,0,0,0,0,0,1.25,unspecified,someone,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Confusion,someone × Confusion,R3_SOMEONE_EXPAND,2,8,2,8,8,5,0,8,6.15,Confusion,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Confusion,someone × Confusion,R3_SOMEONE_EXPAND,3,5,2,0,3,0,2,1,2.15,confusion,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,one,Admiration,one × Admiration,R3_ADMIRE_EXPAND,1,10,10,10,10,10,10,10,10.0,one word,one,1.0,False
1,42,qwen2.5:0.5b,qwen,one,Admiration,one × Admiration,R3_ADMIRE_EXPAND,2,10,10,10,10,10,10,10,10.0,one,one,1.0,False
1,42,qwen2.5:0.5b,qwen,one,Admiration,one × Admiration,R3_ADMIRE_EXPAND,3,10,0,0,0,0,0,0,2.5,admiration,admiration,1.0,False
1,42,qwen2.5:0.5b,qwen,act,Excitement,act × Excitement,R1_EXCITE_EXPAND,1,10,0,0,0,0,0,0,2.5,excitement,act,1.0,False
1,42,qwen2.5:0.5b,qwen,act,Excitement,act × Excitement,R1_EXCITE_EXPAND,2,10,10,10,10,10,10,10,10.0,excitement,excited,1.0,False
1,42,qwen2.5:0.5b,qwen,act,Excitement,act × Excitement,R1_EXCITE_EXPAND,3,10,10,10,10,10,10,10,10.0,excitement,excited emotion,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Disgust,maybe × Disgust,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,no,maybe,0.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Disgust,maybe × Disgust,STABLE_CROSS,2,10,10,10,10,10,10,10,10.0,maybe,maybe,1.0,False
1,42,qwen2.5:0.5b,qwen,maybe,Disgust,maybe × Disgust,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,disgust,maybe,0.0,False
1,42,qwen2.5:0.5b,qwen,feel,Satisfaction,feel × Satisfaction,R2_SATIS_EXPAND,1,10,0,5,8,0,0,0,4.7,happy,happy,0.9,False
1,42,qwen2.5:0.5b,qwen,feel,Satisfaction,feel × Satisfaction,R2_SATIS_EXPAND,2,10,10,10,10,10,10,10,10.0,feel,feel,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Satisfaction,feel × Satisfaction,R2_SATIS_EXPAND,3,0,0,0,0,0,0,0,0.0,none,feel,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Pride,not × Pride,STABLE_CROSS,1,0,0,0,0,0,0,0,0.0,,not,0.0,False
1,42,qwen2.5:0.5b,qwen,not,Pride,not × Pride,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,pride,pride,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Pride,not × Pride,STABLE_CROSS,3,0,0,0,0,0,0,0,0.0,not,not,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,STABLE_CROSS,1,10,0,5,5,10,10,0,6.75,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,STABLE_CROSS,2,0,0,0,0,0,0,0,0.0,,now,0.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,STABLE_CROSS,3,5,0,0,1,1,0,0,1.55,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,person,Admiration,person × Admiration,R3_ADMIRE_EXPAND,1,10,10,10,10,10,10,10,10.0,admiration,person,1.0,False
1,42,qwen2.5:0.5b,qwen,person,Admiration,person × Admiration,R3_ADMIRE_EXPAND,2,10,10,10,10,10,10,10,10.0,admiration,person,1.0,False
