run_id,seed,model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
1,42,qwen2.5:0.5b,qwen,happen,Awe,happen × Awe,3,0,0,0,0,0,0,0,0.0,,,1.0,False
1,42,qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,1,0,0,0,0,0,0,0,0.0,nostalgia,before before,0.0,False
1,42,qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,2,5,1,4,4,2,3,2,3.45,new memories,before,1.0,False
1,42,qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,3,8,10,1,9,8,1,1,5.9,nostalgia,before/nostalgia,0.9,False
1,42,qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,far,1.0,False
1,42,qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,2,0,0,0,0,0,0,0,0.0,emotions,far,0.8,False
1,42,qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,3,0,0,0,0,0,0,0,0.0,none,far,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,1,0,0,0,0,0,0,0,0.0,calmness,near,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,2,5,0,0,0,0,0,0,1.25,near,near,0.9,False
1,42,qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,3,0,0,0,0,0,0,0,0.0,none,near,1.0,False
1,42,qwen2.5:0.5b,qwen,die,Horror,die × Horror,1,0,0,0,0,0,0,0,0.0,die,die,0.0,False
1,42,qwen2.5:0.5b,qwen,die,Horror,die × Horror,2,0,0,0,0,0,0,0,0.0,die,die,0.0,False
1,42,qwen2.5:0.5b,qwen,die,Horror,die × Horror,3,9,9,9,9,9,9,9,9.0,die,die,1.0,False
1,42,qwen2.5:0.5b,qwen,more,Envy,more × Envy,1,5,4,6,8,9,10,2,6.5,more,more,1.0,False
1,42,qwen2.5:0.5b,qwen,more,Envy,more × Envy,2,0,0,0,0,0,0,0,0.0,not applicable,more,1.0,False
1,42,qwen2.5:0.5b,qwen,more,Envy,more × Envy,3,5,0,0,1,0,0,0,1.4,more,more,1.0,False
1,42,qwen2.5:0.5b,qwen,place,Awe,place × Awe,1,5,0,0,3,0,0,0,1.7,awe,awe,1.0,False
1,42,qwen2.5:0.5b,qwen,place,Awe,place × Awe,2,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
1,42,qwen2.5:0.5b,qwen,place,Awe,place × Awe,3,0,5,0,0,0,0,0,0.5,Awe,place,1.0,False
1,42,qwen2.5:0.5b,qwen,think,Awe,think × Awe,1,0,0,0,0,0,0,0,0.0,Awe,think,1.0,False
1,42,qwen2.5:0.5b,qwen,think,Awe,think × Awe,2,0,0,0,0,0,0,0,0.0,awe,think,1.0,False
1,42,qwen2.5:0.5b,qwen,think,Awe,think × Awe,3,0,0,0,0,0,0,0,0.0,none,A,0.0,False
1,42,qwen2.5:0.5b,qwen,something,Craving,something × Craving,1,10,7,8,7,10,10,10,8.85,principle of desire,principle of desire,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Craving,something × Craving,2,0,0,0,0,0,0,0,0.0,craving,something,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Craving,something × Craving,3,0,0,0,0,0,0,0,0.0,something,something,0.0,False
1,42,qwen2.5:0.5b,qwen,want,Craving,want × Craving,1,5,5,5,5,5,5,5,5.0,want,want,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Craving,want × Craving,2,0,0,0,0,0,0,0,0.0,not applicable,want,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Craving,want × Craving,3,5,2,3,4,5,3,2,3.8,want,want,0.9,False
1,42,qwen2.5:0.5b,qwen,happen,Fear,happen × Fear,1,0,0,0,0,0,0,0,0.0,Fear,Fears,1.0,False
1,42,qwen2.5:0.5b,qwen,happen,Fear,happen × Fear,2,10,8,1,9,9,9,1,7.15,fear,fear,1.0,False
1,42,qwen2.5:0.5b,qwen,happen,Fear,happen × Fear,3,0,0,0,0,0,0,0,0.0,Fear,Fear,0.0,False
1,42,qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,1,0,8,7,9,9,7,8,6.0,time,time,1.0,False
1,42,qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,2,5,0,0,1,0,0,0,1.4,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,3,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,do,Excitement,do × Excitement,1,0,10,10,0,0,0,0,3.0,excitement,do,1.0,False
1,42,qwen2.5:0.5b,qwen,do,Excitement,do × Excitement,2,10,10,10,10,10,10,10,10.0,do,do,1.0,False
1,42,qwen2.5:0.5b,qwen,do,Excitement,do × Excitement,3,0,10,10,0,0,10,10,4.5,excited,excited emotion,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Awe,move × Awe,1,5,5,0,0,0,0,0,1.75,move,move,0.9,False
1,42,qwen2.5:0.5b,qwen,move,Awe,move × Awe,2,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Awe,move × Awe,3,0,0,0,0,0,0,0,0.0,move,move,0.0,False
1,42,qwen2.5:0.5b,qwen,someone,Admiration,someone × Admiration,1,5,5,5,5,5,5,5,5.0,someone,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Admiration,someone × Admiration,2,10,10,10,10,10,10,10,10.0,admiration,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Admiration,someone × Admiration,3,10,10,10,10,10,10,10,10.0,admiration,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,1,0,0,0,0,0,0,0,0.0,not applicable,none,0.0,False
1,42,qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,2,5,3,8,5,5,3,3,5.1,moment,moment,1.0,False
1,42,qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,3,8,5,7,7,3,0,0,5.4,interest,moment,0.8,False
1,42,qwen2.5:0.5b,qwen,live,Awe,live × Awe,1,0,0,0,0,0,0,0,0.0,awake,Awe,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Awe,live × Awe,2,10,5,10,10,10,10,10,9.5,live,live,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Awe,live × Awe,3,0,0,0,0,0,0,0,0.0,Awe,live,1.0,False
1,42,qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,1,5,5,5,5,5,5,5,5.0,fear,fear,1.0,False
1,42,qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,2,10,10,10,10,10,10,10,10.0,fear and sadness,far,1.0,False
1,42,qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,3,0,0,0,0,0,0,0,0.0,Nostalgia,Nostalgia,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Sympathy,you × Sympathy,1,10,0,0,0,0,0,0,2.5,sympathy,you,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Sympathy,you × Sympathy,2,10,0,0,0,0,0,0,2.5,sympathy,you,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Sympathy,you × Sympathy,3,8,7,8,6,5,8,7,7.1,sympathy,you,0.9,False
1,42,qwen2.5:0.5b,qwen,I,Anxiety,I × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Anxiety,I × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.5,False
1,42,qwen2.5:0.5b,qwen,I,Anxiety,I × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,1,0,0,0,0,0,0,0,0.0,Sadness,before,0.9,False
1,42,qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,2,0,0,0,0,0,0,0,0.0,sadness,before,1.0,False
1,42,qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,3,0,0,0,0,0,0,0,0.0,unpredictable emotion,before,1.0,False
1,42,qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,1,5,3,5,0,0,0,0,2.55,nostalgia,nostalgia,0.9,False
1,42,qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,2,0,0,0,0,0,0,0,0.0,nostalgia,nostalgia,0.0,False
1,42,qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,3,10,0,0,0,0,0,0,2.5,nostalgia,nostalgia,1.0,False
1,42,qwen2.5:0.5b,qwen,bad,Disgust,bad × Disgust,1,0,0,0,0,0,0,0,0.0,disgust,bad,1.0,False
1,42,qwen2.5:0.5b,qwen,bad,Disgust,bad × Disgust,2,5,5,5,5,5,5,5,5.0,disgust,bad,1.0,False
1,42,qwen2.5:0.5b,qwen,bad,Disgust,bad × Disgust,3,0,0,0,0,0,0,0,0.0,bad,bad,0.0,False
1,42,qwen2.5:0.5b,qwen,after,Relief,after × Relief,1,10,10,10,10,10,10,10,10.0,relief,relief,1.0,False
1,42,qwen2.5:0.5b,qwen,after,Relief,after × Relief,2,9,0,0,8,0,0,0,3.45,relief,after,0.9,False
1,42,qwen2.5:0.5b,qwen,after,Relief,after × Relief,3,10,10,0,10,10,10,10,8.0,Relief,Relief,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Satisfaction,body × Satisfaction,1,10,10,10,10,10,10,10,10.0,body,body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Satisfaction,body × Satisfaction,2,10,10,10,10,10,10,10,10.0,body,body,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Satisfaction,body × Satisfaction,3,10,10,10,10,10,10,10,10.0,body,body,1.0,False
1,42,qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,1,0,0,0,0,0,0,0,0.0,Anxiety,Anxiety,0.0,False
1,42,qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,2,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,3,9,0,7,9,8,7,9,7.35,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Fear,feel × Fear,1,9,5,8,9,7,6,1,7.4,feeling,feeling,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Fear,feel × Fear,2,0,0,10,0,0,0,0,2.0,,primitiv,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Fear,feel × Fear,3,0,0,0,0,0,0,0,0.0,fear,feel fear,0.0,False
1,42,qwen2.5:0.5b,qwen,hear,Calmness,hear × Calmness,1,0,0,0,0,0,0,0,0.0,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Calmness,hear × Calmness,2,10,0,0,0,0,0,0,2.5,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Calmness,hear × Calmness,3,10,0,0,0,0,0,0,2.5,,,0.0,False
1,42,qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,1,10,10,10,10,10,10,10,10.0,calmness,here,1.0,False
1,42,qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,2,0,0,0,0,0,0,0,0.0,relaxation,calm,0.9,False
1,42,qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,3,5,5,5,5,5,5,5,5.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Joy,feel × Joy,1,10,10,10,10,10,10,10,10.0,feel,sense of happiness,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Joy,feel × Joy,2,10,0,5,8,0,5,0,5.2,feel,feel,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Joy,feel × Joy,3,10,10,10,10,10,10,10,10.0,joy,feel,1.0,False
1,42,qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,1,8,5,8,7,6,5,6,6.85,curiosity,place-好奇,0.9,False
1,42,qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,2,10,5,8,8,9,4,1,7.6,curiosity,place,0.9,False
1,42,qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,3,10,10,10,10,10,10,10,10.0,curiosity,curiosity,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Calmness,know × Calmness,1,10,10,10,10,10,10,10,10.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Calmness,know × Calmness,2,10,0,0,10,10,10,10,7.0,know,know,1.0,False
1,42,qwen2.5:0.5b,qwen,know,Calmness,know × Calmness,3,0,0,0,0,0,0,0,0.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,1,9,0,9,8,8,8,0,7.25,near,near,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,near,0.8,False
1,42,qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,3,0,0,0,0,0,0,0,0.0,near,near,0.9,False
1,42,qwen2.5:0.5b,qwen,want,Anxiety,want × Anxiety,1,0,5,0,0,0,0,0,0.5,want,want,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Anxiety,want × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
1,42,qwen2.5:0.5b,qwen,want,Anxiety,want × Anxiety,3,5,5,5,5,5,5,5,5.0,Anxiety,want anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Fear,move × Fear,1,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Fear,move × Fear,2,0,0,0,0,0,0,0,0.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Fear,move × Fear,3,10,0,0,0,0,0,0,2.5,move,move,0.0,False
1,42,qwen2.5:0.5b,qwen,hear,Awe,hear × Awe,1,5,0,5,5,0,0,0,3.0,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Awe,hear × Awe,2,10,10,10,10,10,10,10,10.0,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Awe,hear × Awe,3,10,10,0,0,0,0,0,3.5,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Excitement,move × Excitement,1,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Excitement,move × Excitement,2,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,move,Excitement,move × Excitement,3,10,10,10,10,10,10,10,10.0,move,move,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,1,0,0,0,0,0,0,0,0.0,,now,0.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,2,0,0,0,0,0,0,0,0.0,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,3,10,5,5,5,10,5,0,6.75,now,now,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Joy,good × Joy,1,9,5,7,5,5,3,3,6.1,joy,joy,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Joy,good × Joy,2,0,0,0,0,0,0,0,0.0,good,good,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Joy,good × Joy,3,10,10,10,10,10,10,10,10.0,joy,good,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Fear,see × Fear,1,0,0,0,0,0,0,0,0.0,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Fear,see × Fear,2,0,0,0,0,0,0,0,0.0,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Fear,see × Fear,3,10,10,0,10,0,0,0,5.0,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Fear,live × Fear,1,0,10,10,10,10,10,0,7.0,live,live,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Fear,live × Fear,2,0,0,0,0,0,0,0,0.0,no dominant sensation,fear,0.0,False
1,42,qwen2.5:0.5b,qwen,live,Fear,live × Fear,3,10,10,10,10,10,10,10,10.0,alive,live,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Satisfaction,good × Satisfaction,1,10,10,10,10,10,10,10,10.0,happy,happy,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Satisfaction,good × Satisfaction,2,10,10,10,10,10,10,10,10.0,good,good,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Satisfaction,good × Satisfaction,3,10,8,9,10,8,10,10,9.3,satisfaction,good,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Sadness,feel × Sadness,1,0,0,0,0,0,0,0,0.0,sadness,feel,0.0,False
1,42,qwen2.5:0.5b,qwen,feel,Sadness,feel × Sadness,2,5,5,5,5,5,5,5,5.0,Sadness,Feel Sad,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Sadness,feel × Sadness,3,10,10,10,10,10,10,10,10.0,sadness,sadness,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Romance,near × Romance,1,10,10,10,10,10,10,10,10.0,romance,near,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Romance,near × Romance,2,0,0,0,0,0,0,0,0.0,None,Near,1.0,False
1,42,qwen2.5:0.5b,qwen,near,Romance,near × Romance,3,0,0,0,0,0,0,0,0.0,near,near,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,1,0,0,0,0,0,0,0,0.0,curiosity,curiosity,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,2,10,10,10,10,10,10,10,10.0,curiosity,if,1.0,False
1,42,qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,3,0,0,0,0,0,0,0,0.0,curiosity,curiosity,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Joy,live × Joy,1,10,5,3,0,0,0,0,3.6,live,live,1.0,False
1,42,qwen2.5:0.5b,qwen,live,Joy,live × Joy,2,0,0,0,0,0,0,0,0.0,live,live,0.0,False
1,42,qwen2.5:0.5b,qwen,live,Joy,live × Joy,3,10,0,0,0,0,0,0,2.5,live,live,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Romance,you × Romance,1,0,0,0,0,0,0,0,0.0,Romance,you,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Romance,you × Romance,2,0,10,10,0,0,10,0,4.0,Romance,you,1.0,False
1,42,qwen2.5:0.5b,qwen,you,Romance,you × Romance,3,0,1,0,0,0,0,1,0.15,Romance,you,0.9,False
1,42,qwen2.5:0.5b,qwen,die,Awe,die × Awe,1,0,0,0,0,0,0,0,0.0,die,die,1.0,False
1,42,qwen2.5:0.5b,qwen,die,Awe,die × Awe,2,8,5,3,5,3,0,2,4.4,die,die,0.7,False
1,42,qwen2.5:0.5b,qwen,die,Awe,die × Awe,3,0,0,0,0,0,0,0,0.0,,die,0.0,False
1,42,qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,1,5,5,5,5,5,5,5,5.0,nostalgia,after concepts,1.0,False
1,42,qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,2,8,5,5,9,7,8,0,6.7,nostalgia,nostalgia,1.0,False
1,42,qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,3,10,0,0,0,0,0,0,2.5,nostalgia,nostalgia,1.0,False
1,42,qwen2.5:0.5b,qwen,far,Awe,far × Awe,1,0,0,0,0,0,0,0,0.0,emotion,far,0.0,False
1,42,qwen2.5:0.5b,qwen,far,Awe,far × Awe,2,0,0,0,0,0,0,0,0.0,,none,0.0,False
1,42,qwen2.5:0.5b,qwen,far,Awe,far × Awe,3,0,0,0,0,0,0,0,0.0,Awe,far,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,1,10,10,10,10,10,10,10,10.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,2,8,8,8,8,8,8,8,8.0,calmness,calmness,1.0,False
1,42,qwen2.5:0.5b,qwen,body,Calmness,body × Calmness,3,10,10,10,10,10,10,10,10.0,calm,body,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Interest,hear × Interest,1,0,0,0,0,0,0,0,0.0,hear,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Interest,hear × Interest,2,10,0,0,0,0,0,0,2.5,,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,hear,Interest,hear × Interest,3,5,5,0,5,5,5,5,4.0,interest,hear,1.0,False
1,42,qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,1,5,5,5,5,5,5,5,5.0,more,more,1.0,False
1,42,qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,2,0,0,0,0,0,0,0,0.0,more,more,0.0,False
1,42,qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,3,0,0,0,0,0,0,0,0.0,none,more,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Awe,feel × Awe,1,10,10,10,10,10,10,10,10.0,awe,feel awe,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Awe,feel × Awe,2,0,0,0,0,0,0,0,0.0,awe,feel,1.0,False
1,42,qwen2.5:0.5b,qwen,feel,Awe,feel × Awe,3,10,5,10,5,3,0,1,6.25,awake,feeling,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Fear,I × Fear,1,0,0,0,0,0,0,0,0.0,Fear,Fear,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Fear,I × Fear,2,10,0,0,10,10,10,10,7.0,fear,fear,1.0,False
1,42,qwen2.5:0.5b,qwen,I,Fear,I × Fear,3,10,10,10,10,10,10,10,10.0,Fear,Fear,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,1,0,0,0,0,0,0,0,0.0,no emotion,not,0.0,False
1,42,qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,2,10,10,10,10,10,10,10,10.0,disgust,not,1.0,False
1,42,qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,3,0,0,0,0,0,0,0,0.0,not,2-3 words,0.0,False
1,42,qwen2.5:0.5b,qwen,time,Awe,time × Awe,1,0,0,0,0,0,0,0,0.0,Awe,Awe,1.0,False
1,42,qwen2.5:0.5b,qwen,time,Awe,time × Awe,2,0,0,0,0,0,0,0,0.0,Awe,Awe,1.0,False
1,42,qwen2.5:0.5b,qwen,time,Awe,time × Awe,3,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Admiration,good × Admiration,1,10,8,7,9,9,7,8,8.5,good,good,0.8,False
1,42,qwen2.5:0.5b,qwen,good,Admiration,good × Admiration,2,0,0,0,0,0,0,0,0.0,admiration,good,1.0,False
1,42,qwen2.5:0.5b,qwen,good,Admiration,good × Admiration,3,10,0,10,0,10,0,0,6.0,good,good,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Awe,see × Awe,1,10,10,10,10,10,10,10,10.0,awe,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Awe,see × Awe,2,0,0,0,0,0,0,0,0.0,Awe,see,1.0,False
1,42,qwen2.5:0.5b,qwen,see,Awe,see × Awe,3,5,2,5,5,2,2,0,3.7,see,see,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Excitement,want × Excitement,1,10,10,10,0,0,10,0,6.5,want,want,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Excitement,want × Excitement,2,0,0,0,0,0,0,0,0.0,want,want,1.0,False
1,42,qwen2.5:0.5b,qwen,want,Excitement,want × Excitement,3,0,10,10,1,1,0,1,3.35,love,love,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Envy,someone × Envy,1,0,0,0,0,0,0,0,0.0,None,None,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Envy,someone × Envy,2,9,7,9,7,7,9,0,7.75,envy,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,someone,Envy,someone × Envy,3,0,0,0,0,0,0,0,0.0,no emotion mentioned,someone,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,2,10,5,2,8,8,5,5,6.55,anxiety,anxiety,1.0,False
1,42,qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,3,5,2,0,10,0,0,0,2.95,anxiety,anxiety,0.9,False
1,42,qwen2.5:0.5b,qwen,something,Interest,something × Interest,1,0,0,0,0,0,0,0,0.0,none,no,1.0,False
1,42,qwen2.5:0.5b,qwen,something,Interest,something × Interest,2,0,10,5,5,5,5,0,4.0,something,something,1.0,False
